	Biamonti	Hess	Op.	Grove	WoO	Title 1	Title 2	Composition Dates 1	Composition Dates 2	Notes 1	Key	Scoring	Genre	Notes 2	Same As	ROW 2
152	84/2	—	—	231/@@@	119	"Song in G major: ""O care selve"", with unison chorus"	O care selve	1794-95	1794 - 1795	words: Pietro Metastasio; also part of WoO 99 (#8)	G major	v pf	Vocal	also published as WoO 99/8	"WoO 119, Grove 231"	443
153	85	247	—		160a	3-part Canon in G major: for Three Unison Voices (Allegretto) without Text	Canon	1795	1795	counterpoint study for Albrechtsberger	G major	3vv	Vocal	without text	"WoO 160 #1, Hess 247"	491
154	86	248	—		160b	4-part Canon: for Four Unison Voices (Moderato) without Text	Canon	1795	1795	counterpoint study for Albrechtsberger	G major	4vv	Vocal	without text	"WoO 160 #2, Hess 248"	492
155	87/	—	002/	002/	—		Piano Sonatas (3):	1793-95				pf	Keyboard		Op. 2 (all)	5
156	87/1	—	002/1	002/1	—	Piano Sonata No. 1 in F minor	Piano Sonata No.1	1793-95	1793 - 1795	dedicated to Franz Joseph Haydn; second movement uses material from the Piano Quartet WoO 36 #3	F minor	pf	Keyboard		"Op. 2 #1, Grove 2"	6
157	87/2	—	002/2	002/2	—	Piano Sonata No. 2 in A major	Piano Sonata No.2	1794-95	1794 - 1795	dedicated to Franz Joseph Haydn	A major	pf	Keyboard		"Op. 2 #2, Grove 2"	7
158	87/3	—	002/3	002/3	—	Piano Sonata No. 3 in C major	Piano Sonata No.3	1794-95	1794 - 1795	dedicated to Franz Joseph Haydn; first movement uses material from the Piano Quartet WoO 36 #3	C major	pf	Keyboard		"Op. 2 #3, Grove 2"	8
159	88/	—	—	139/	007/		Minuets (12)	1795				orch	Orchestral	also arr. for pf	WoO 7 (all)	277
160	88/1			139/01	007/01	Minuet for Orchestra in D major: #1 of 12 Minuets for Orchestra			1795	piano version is Hess 101					"WoO 7 #1, Grove 139"	
161	88/2			139/02	007/02	Minuet for Orchestra in B flat major: #2 of 12 Minuets for Orchestra			1795	piano version is Hess 101					"WoO 7 #2, Grove 139"	
162	88/3			139/03	007/03	Minuet for Orchestra in G major: #3 of 12 Minuets for Orchestra			1795	piano version is Hess 101					"WoO 7 #3, Grove 139"	
163	88/4			139/04	007/04	Minuet for Orchestra in E flat major: #4 of 12 Minuets for Orchestra			1795	piano version is Hess 101					"WoO 7 #4, Grove 139"	
164	88/5			139/05	007/05	Minuet for Orchestra in C major: #5 of 12 Minuets for Orchestra			1795	piano version is Hess 101					"WoO 7 #5, Grove 139"	
165	88/6			139/06	007/06	Minuet for Orchestra in A major: #6 of 12 Minuets for Orchestra			1795	piano version is Hess 101					"WoO 7 #6, Grove 139"	
166	88/7			139/07	007/07	Minuet for Orchestra in D major: #7 of 12 Minuets for Orchestra			1795	piano version is Hess 101					"WoO 7 #7, Grove 139"	
167	88/8			139/08	007/08	Minuet for Orchestra in B flat major: #8 of 12 Minuets for Orchestra			1795	piano version is Hess 101					"WoO 7 #8, Grove 139"	
168	88/9			139/09	007/09	Minuet for Orchestra in G major: #9 of 12 Minuets for Orchestra			1795	piano version is Hess 101					"WoO 7 #9, Grove 139"	
169	88/10			139/10	007/10	Minuet for Orchestra in E flat major: #10 of 12 Minuets for Orchestra			1795	piano version is Hess 101					"WoO 7 #10, Grove 139"	
170	88/11			139/11	007/11	Minuet for Orchestra in C major: #11 of 12 Minuets for Orchestra			1795	piano version is Hess 101					"WoO 7 #11, Grove 139"	
171	88/12			139/12	007/12	Minuet for Orchestra in F major: #12 of 12 Minuets for Orchestra			1795	piano version is Hess 101					"WoO 7 #12, Grove 139"	
172	89/	—	—	140/	008/		German Dances (12)	1795				orch	Orchestral	also arr. for pf	WoO 8 (all)	279
173	89/1			140/01	008/01	Dance for Orchestra in C major: #1 of 12 German Dances			1795	piano version is Hess 100					"WoO 8 #1, Grove 140"	
174	89/2			140/02	008/02	Dance for Orchestra in A major: #2 of 12 German Dances			1795	piano version is Hess 100					"WoO 8 #2, Grove 140"	
175	89/3			140/03	008/03	Dance for Orchestra in F major: #3 of 12 German Dances			1795	piano version is Hess 100					"WoO 8 #3, Grove 140"	
176	89/4			140/04	008/04	Dance for Orchestra in B flat major: #4 of 12 German Dances			1795	piano version is Hess 100					"WoO 8 #4, Grove 140"	
177	89/5			140/05	008/05	Dance for Orchestra in E flat major: #5 of 12 German Dances			1795	piano version is Hess 100					"WoO 8 #5, Grove 140"	
178	89/6			140/06	008/06	Dance for Orchestra in G major: #6 of 12 German Dances			1795	piano version is Hess 100					"WoO 8 #6, Grove 140"	
179	89/7			140/07	008/07	Dance for Orchestra in C major: #7 of 12 German Dances			1795	piano version is Hess 100					"WoO 8 #7, Grove 140"	
180	89/8			140/08	008/08	Dance for Orchestra in A major: #8 of 12 German Dances			1795	piano version is Hess 100					"WoO 8 #8, Grove 140"	
181	89/9			140/09	008/09	Dance for Orchestra in F major: #9 of 12 German Dances			1795	piano version is Hess 100					"WoO 8 #9, Grove 140"	
182	89/10			140/10	008/10	Dance for Orchestra in D major: #10 of 12 German Dances			1795	piano version is Hess 100					"WoO 8 #10, Grove 140"	
183	89/11			140/11	008/11	Dance for Orchestra in G major: #11 of 12 German Dances			1795	piano version is Hess 100					"WoO 8 #11, Grove 140"	
184	89/12			140/12	008/12	Dance for Orchestra in C major: #12 of 12 German Dances			1795	piano version is Hess 100					"WoO 8 #12, Grove 140"	
185	90	—	—	179	069	"9 Variations for Piano in A major: on Giovanni Paisello’s air ""Quant’ è più bello"" from ""La Molinara"""	Variations on 'Quant'e piu bello' (9)	1795	1795	dedicated to Prince Karl Lichnowsky	A major	pf	Keyboard	"theme from the opera L'amor contrastato, R 1.76, by Giovanni Paisiello"	"WoO 69, Grove 179"	365
186	91	—	—	180	070	"6 Variations for Piano in G major: on the duet ""Nel cor più non mi sento"" from Giovanni Paisello’s opera ""La Molinara"""	Variations on 'Nel cor piu non mi sento' (6)	1795	1795		G major	pf	Keyboard	"theme from the opera L'amor contrastato, R 1.76, by Giovanni Paisiello"	"WoO 70, Grove 180"	366
187	92	101	—		007@@@	12 Minuets for Piano	Minuets (12)	1795	1795	"minuets for orchestra WoO 7, for piano"		pf	Keyboard	arr. of version for orch	Hess 101	278
188	93	100	—		008@@@	12 German Dances for Piano	German Dances (12)	1795	1795	"dances for orchestra WoO 8, for piano"		pf	Keyboard	arr. of version for orch	Hess 100	280
189	94	—	—	181	068	"12 Variations for Piano in C major: on the ""Menuett à la Viganò"" from Jakob Haibel’s ballet ""Le nozze disturbate"""	Variations on 'Menuet a la Vigano' (12)	1795	1795		C major	pf	Keyboard	theme from the ballet ''La nozza disturbate'' by Jakob Haibel	"WoO 68, Grove 181"	364
190	95					Sketch for Piano; authorship: unfinished			1795							
191	96					Sketch for Piano: for an Adagio and Allegro; authorship: unfinished			1795	lost						
192	97					Sketch for Piano in E Flat Major: for a Rondo; authorship: unfinished			1795	lost						
193	98					Sketch for Piano in E Flat Major: for a Sonata; authorship: unfinished			1795	lost						
194	99					Sketch for Piano: for an Allegretto; authorship: unfinished			1795	lost						
195	100	245/@@@				Fragment for String Quartet in D Minor: fragment of Finale for Prelude ; authorship: unfinished			1795	fragment of Finale for Prelude; Biamonti 82 & 100 are duplicates					Hess 245	
196	101/	026/	—		009@@@		Minuets (6)	1795				2vn vc	Chamber			281
197	101/1	026/1			009/1	Minuet for Violins & Cello in E flat major: #1 of 6 Minuets			1795						"WoO 9 #1, Hess 26"	
198	101/2	026/2			009/2	Minuet for Violins & Cello in G major: #2 of 6 Minuets			1795						"WoO 9 #2, Hess 26"	
199	101/3	026/3			009/3	Minuet for Violins & Cello in C major: #3 of 6 Minuets			1795						"WoO 9 #3, Hess 26"	
200	101/4	026/4			009/4	Minuet for Violins & Cello in F major: #4 of 6 Minuets			1795						"WoO 9 #4, Hess 26"	
201	101/5	026/5			009/5	Minuet for Violin & Cello in D major: #5 of 6 Minuets			1795						"WoO 9 #5, Hess 26"	
202	101/6	026/6			009/6	Minuet for Violins & Cello in G major: #6 of 6 Minuets			1795						"WoO 9 #6, Hess 26"	
203	102/	—	—		010@@@		Minuets (6)	1795				pf	Keyboard	arr. of version for orch		283
204	102/1			167	010/1	Minuet for Orchestra in C major: #1 of 6 minuets; surviving piano version			1795						"WoO 10 #1, Grove 167"	
205	102/2			167	010/2	Minuet for Orchestra in G major: #2 of 6 minuets; surviving piano version			1795						"WoO 10 #2, Grove 167"	
206	102/2			167	010/3	Minuet for Orchestra in E flat major: #3 of 6 minuets; surviving piano version			1795						"WoO 10 #3, Grove 167"	
207	102/4			167	010/4	Minuet for Orchestra in B flat major: #4 of 6 minuets; surviving piano version			1795						"WoO 10 #4, Grove 167"	
208	102/5			167	010/5	Minuet for Orchestra in D major: #5 of 6 minuets; surviving piano version			1795						"WoO 10 #5, Grove 167"	
209	102/6			167	010/6	Minuet for Orchestra in C major: #6 of 6 minuets; surviving piano version			1795						"WoO 10 #6, Grove 167"	
210	103	—	—	151	006	"Rondo for Piano & Orchestra in B flat major: fragment, completed by Carl Czerny"	Rondo	1793	1793	this was probably the original finale to the Piano Concerto #2 Opus 19	B♭ major	pf orch	Orchestral	"probably original finale to Op. 19; only fragment survives, completed by Carl Czerny"	"WoO 6, Grove 151"	276
211	104					Sketch for Piano; authorship: unfinished			1795	"sketch for Piano Sonata #9, Opus 14 #1"						
212	105	—	003	003	—	String Trio in E flat major	String Trio	1794	1794	an incomplete piano trio arrangement exists as Hess 47; also Hess 25 may be an earlier version of the finale	E♭ major	vn va vc	Chamber	see also Op.64	"Op. 3, Grove 3"	9
213	106/	—	005/	005/	—		Cello Sonatas (2)	1796				vc pf	Chamber			11
214	106/1	—	005/1	005/1	—	Sonata No. 1 for Piano & Cello in F major	Cello Sonata No.1	1796	1796	dedicated to King Friedrich Wilhelm II of Prussia	F major	vc pf	Chamber		"Op. 5 #1, Grove 5"	12
215	106/2	—	005/2	005/2	—	Sonata No. 2 for Piano & Cello in G minor	Cello Sonata No.2	1796	1796	dedicated to King Friedrich Wilhelm II of Prussia	G minor	vc pf	Chamber		"Op. 5 #2, Grove 5"	13
216	107	—	—	182	071	"12 Variations for Piano in A major: on a Russian dance from Paul Wranitsky’s ballet ""Das Waldmädchen"""	Variations on the Russian Dance from 'Das Waldmädchen' (12)	1796-97	1796 - 1797	dedicated to Countess Anna Margarete Browne	A major	pf	Keyboard	theme from the ballet ''Das Waldmádchen'' by Paul Wranitzky	"WoO 71, Grove 182"	367
217	108	—	—		121	"Song in G major: ""Abschiedsgesang an Wiens Bürger""; ""Keine Klage soll erschallen"""	"Abschiedsgesang an Wiens Bürger(""Keine Klage soll erschallen"")"	1796	1796	dedicated to Major von Kövesdy; words: Josef von Friedelberg	G major	v pf	Vocal		WoO 121	445
218	109	217	—		099/07a	"Quartet for Solo Voice(s) in C major: ""Nei campi e nelle selve"" (WoO 99/7a), 1 of 2 settings"	Nei campi e nelle selve	1801-03	1801 - 1803	"written for Antonio Salieri; words: Metastasio: ""Cantate XXVII"""	C major	4vv	Vocal	1st setting	"WoO 99 #7.1, Hess 217"	413
219	110	220	—		099/07b	"Quartet for Solo Voice(s) in C major: ""Nei campi e nelle selve"" (WoO 99/7b), 2 of 2 settings"	Nei campi e nelle selve	1801-03	1801 - 1803	"written for Antonio Salieri; words: Metastasio: ""Cantate XXVII"""	C major	4vv	Vocal	2nd setting	"WoO 99 #7.2, Hess 220"	414
220	111	—	046	046	—	"Song: ""Adelaide""; ""Einsam wandelt dein Freund"""	"Adelaide (""Einsam wandelt dein Freund"")"	1794-95	1794 - 1795	dedicated to Friedrich von Matthisson; poem by Matthison	B♭ major	v pf	Vocal		"Op. 46, Grove 46"	81
221	112	—	—	171	042	"6 German Dances for Piano & Violin: Allemandes in F, D, F, A, D, G"	German Dances (6)	1796	1796	dedicated to the two Countesses Thun		vn pf	Chamber		"WoO 42, Grove 171"	330
222	113					Sketch for Piano in C Minor: for a Rondo; authorship: unfinished			1795 - 1796							
223	114	—	025	025	—	"Serenade for Flute, Violin & Viola in D major"	Serenade	1801	1801	transcribed later for Flute & Piano Opus 41	D major	"For flute, violin, viola"	Chamber	arr. for fl pf as Op.41	"Op. 25, Grove 25"	51
224	115	—	004	004	—	String Quintet in E flat major	String Quintet	1795	1795	after the Octet Opus 103	E♭ major	2vn 2va vc	Chamber	based on Op.103; see also Op.63	"Op. 4, Grove 4"	10
225	116	—	065	065	—	"Scene & Aria: ""Ah! Perfido""; for soprano w/ orchestra"	Ah! Perfido	1796	1796	words: Pietro Metastasio (Scene); Anon. (Aria)		sop orch	Vocal		"Op. 65, Grove 65"	121
226	117	145	—		—	"Song in E major: ""Opferlied"" (Sacrificial Song); ""Die Flamme lodert"""	"Opferlied (""Die Flamme lodert"")"	1796	1796	words: Friedrich von Matthisson; earlier version of WoO 126; 5 arrangements over 30 yrs; also see Opus 121b & Hess 91	E major	v pf	Vocal	"2nd version of Op. 121b, WoO 126, Hess 91"	Hess 145	551
227	118	—	071	071	—	"Sextet for Clarinets, Horns & Bassoons in E flat major"	Sextet	1792-96	1792 - 1796		E♭ major	2cl 2bn 2hn	Chamber		"Op. 71, Grove 71"	129
228	119/	—	—		091@@@		"Die schöne Schusterin, arias for Umlau's Singspiel (2):"	1795				sop orch	Stage	"for the Singspiel Singspiel ''Die schöne Schusterin, oder Die pücefarbenen Schuhe'' byIgnaz Umlauf"		387
229	119/1	—	—		091/1	"Aria in F major: ""O welch ein Leben!""; for tenor & orchestra for Umlauf’s Singspiel ""Die schöne Schusterin"" (The Beautiful Shoemaker’s Wife)"	O welch ein Leben! ein ganzes Meer	1795	1795	"words: Marquis de Ferrieres; the theme was also used in ""Maigesang"" Opus 52 #4"	F major	sop orch	Stage	theme re-used in Op. 52/4	WoO 91 #1	388
230	119/2	—	—		091/2	"Aria in B flat major: ""Soll ein Schuh nicht drücken?""; for soprano & orchestra for Umlauf’s Singspiel ""Die schöne Schusterin"" (The Beautiful Shoemaker’s Wife)"	Soll ein Schuh nicht drücken	1795	1795	words: Marquis de Ferrieres	B♭ major	sop orch	Stage		WoO 91 #2	389
231	120	—	049/2	049/2	—	Easy Piano Sonata No. 20 in G major	Piano Sonata No.20	1795-96	1795 - 1796		G major	pf	Keyboard		"Op. 49 #2, Grove 49"	92
232	121	—	—	150/1	043/1	Sonatina for Mandolin & Harpsichord in C minor: called WoO 43a	Sonatina	1796	1796	written for Countess Josephine de Clary	C minor	mand hpd	Chamber		"WoO 43 #1, Grove 150"	331
233	122	—	—	150/2	043/2	Adagio for Mandolin & Harpsichord in E flat major: called WoO 43b	Adagio	1796	1796	dedicated to Countess Josephine de Clary; Hess 44 is a slightly variant version	E♭ major	mand hpd	Chamber	1st version	"WoO 43 #2, Grove 150"	332
234	123	044	—		43b	Adagio ma non troppo for Mandolin & Harpsichord in E flat major	Adagio			later revision of WoO 43b	E♭ major	mand hpd	Chamber	2nd version	Hess 44	333
235	124	043	—		044/1	Sonatina for Mandolin & Harpsichord in C major: called WoO 44a	Sonatina	1796	1796	written for Countess Josephine de Clary	C major	mand hpd	Chamber		"WoO 44 #1, Hess 43"	334
236	125	045	—		044/2	Andante con Variazioni for Mandolin & Harpsichord in D major: called WoO 44b	Andante con Variazioni	1796	1796	dedicated to Countess Josephine de Clary	D major	mand hpd	Chamber		"WoO 44 #2, Hess 45"	335
237	126	—	—	157	045	"12 Variations for Piano & Cello in G major: on ""See the conquering hero comes"" fm Handel’s oratorio ""Judas Maccabaeus"""	Variations on 'See the conqu'ring hero comes' (12)	1796	1796	dedicated to Princess Christiane Lichnowsky (née Thun)	G major	vc pf	Chamber	"theme from the oratorio Judas Maccabaeus, HWV 63, by George Frideric Handel"	"WoO 45, Grove 157"	336
238	127	216	—		099/09	"Trio for Solo Voice(s) in E flat major: ""Per te d’amico aprile"""	Per te d'amico aprile	1801-03	1801 - 1803	"written for Antonio Salieri; words: Metastasio: ""Cantate Il nome"""	E♭ major	3vv	Vocal		"WoO 99 #9, Hess 216"	416
239	128	215	—		099/11	"Duet in D major: ""Scrivo in te"""	Scrivo in te	1801-03	1801 - 1803	"written for Antonio Salieri; words: Metastasio: ""Cantate Il nome"""	D major	3vv	Vocal		"WoO 99 #11, Hess 215"	420
240	129	019	—		—	"Fragment for Horns, Oboe & Bassoon in E flat major: fragment of a Quintet; authorship: reconstruction"	Wind Quintet	1793-96	1793 - 1796	completed by Leopold Alexander Zellner in 1862	E♭ major	ob bn 2hn	Chamber	fragment only; completion by Leopold Alexander Zellner (1862)	Hess 19	546
241	130	—	016	016	—	"Quintet for Piano, Oboe, Clarinet, Horn & Bassoon in E flat major"	Quintet in E-flat major	1796-97	1796 - 1797	"dedicated to Prince Joseph Johann zu Schwarzenberg; also arranged for piano quartet, Biamonti 131"	E♭ major	ob cl bn hn pf	Chamber	arr for vn va vc pf as Op.16a	"Op. 16, Grove 16"	35
242	131	—	016a	016a@@@	—	Piano Quartet in E flat major	Quintet in E-flat major	1796-97	1796 - 1797	"dedicated to Prince Joseph Johann zu Schwarzenberg; also arranged for piano, oboe, clarinet, horn & bassoon, Biamonti 130"	E♭ major	vn va vc pf	Chamber	arr of Op.16	"Op. 16, Grove 16"	36
243	132	—	—	232	122	"Song in C major: ""Kriegslied der Osterreicher""; ""Ein grosses deutches Volk sind wir"" (with unison chorus)"	"Kriegslied der Österreicher (""Ein grosses deutches Volk sind wir"")"	1797	1797	words: Josef von Friedelberg	C major	v uch pf	Vocal		"WoO 122, Grove 232"	446
244	133		051/1	051/1		Rondo for Piano in C major			1796 - 1797						"Op. 51 #1, Grove 51"	
245	134	—	006	006	—	Sonata for Piano Four Hands in D major	Sonata for Piano Four Hands in D major	1796-97	1796 - 1797		D major	pf4h	Keyboard		"Op. 6, Grove 6"	14
246	135	—	008	008	—	Serenade for String Trio in D major	Serenade	1796-97	1796 - 1797	arranged later for piano & viola Opus 42	D major	vn va vc	Chamber		"Op. 8, Grove 8"	16
247	136	—	007	007	—	Piano Sonata No. 4 in E flat major	Piano Sonata No.4 ('Grand Sonata')	1796-97	1796 - 1797	dedicated to Countess Barbara von Keglevics	E♭ major	pf	Keyboard		"Op. 7, Grove 7"	15
248	137	018			028	"Variations for Oboes & English Horn in C major: on ""Là ci darem la mano"" from Mozart’s opera ""Don Giovanni"""			1795	possibly associated originally with the Trio Opus 87					"WoO 28, Hess 18"	
